name,line,lat,lon,type
,,41.3495988,69.3541857,bus
1 notarial idora,,41.2819556,69.2601068,bus
,,41.2975952,69.2371802,bus
Nevrologiya sanatoriyasi,,41.341261,69.3598751,bus
,,41.2972005,69.257527,bus
Статистическое управление,,41.3232658,69.3155787,bus
Aviasozlar madaniyat uyi,,41.2911069,69.3423252,bus
Aviasozlar madaniyat uyi,,41.2918117,69.3408165,bus
Институт механики,,41.3358024,69.3439091,bus
Институт механики,,41.3351434,69.344246,bus
Akademiklar shaharchasi,,41.3378485,69.3384163,bus
Мухтара Ашрафи,,41.3147103,69.2907586,bus
Музей Мухтара Ашрафи,,41.3125389,69.2917572,bus
Музыкальный лицей им. Успенского,,41.308179,69.2923226,bus
1-й Нукусский проезд,,41.2988812,69.2895935,bus
Farg'ona bozori,,41.2737643,69.310449,bus
Beshyog'och maydoni,,41.3037485,69.2473289,bus
,,41.2893462,69.2583483,bus
,,41.2887989,69.2571263,bus
12-sonli poliklinika,,41.3695676,69.3102969,bus
Xonobod metrosi,,41.2317385,69.2711144,bus
8-ая станция надземного метро,,41.2445632,69.3084733,bus
10-ая станция надземного метро,,41.244655,69.2849679,bus
Киёт,,41.2444928,69.2989584,bus
Qiyot metrosi,,41.2443013,69.3010591,bus
119-sonli maktab,,41.3409504,69.2471765,bus
Uchastka bekati,,41.3432473,69.1205246,bus
Uchastka bekati,,41.3432887,69.1209169,bus
Bog' bekati,,41.3397694,69.1183008,bus
Bog' bekati,,41.3397694,69.1185569,bus
Masjid bekati,,41.3372819,69.1169458,bus
Masjid bekati,,41.3364349,69.1161581,bus
,,41.2989759,69.2323931,bus
Choponota mahallasi,,41.2938731,69.1942863,bus
Tabassum ko'chasi,,41.2437586,69.3272442,bus
Yunusobod dahasi 13-mavze,,41.3693079,69.2931808,bus
,,41.2988743,69.2329631,bus
Sumbula ko'chasi,,41.284085,69.2933627,bus
Sumbula ko'chasi,,41.2841154,69.2935789,bus
AYOQSH,,41.3736187,69.3086336,bus
Foziltepa ko'chasi,,41.2833151,69.1644332,bus
Qorasuv boshqarish jamoa xo'jaligi,,41.2250878,69.2664737,bus
Quruvchi metro mekati,,41.2197952,69.2584983,bus
Somonbozor,,41.2374876,69.3225262,bus
,,41.3379834,69.3397105,bus
Qo‘yliq buyum bozori,,41.2385681,69.3326635,bus
Yangizamon ko'chasi,,41.2711444,69.2865283,bus
Oltinko'l 2-tor ko'chasi,,41.2714668,69.3057057,bus
Экспедиция,,41.2754701,69.3165213,bus
Mexanik zavod,,41.296793,69.3328927,bus
DSK 1,,41.2518631,69.3446525,bus
Шастри,,41.3113571,69.291772,bus
145 Maktab,,41.3028465,69.2871602,bus
145 Maktab,,41.3026782,69.2881195,bus
145 Maktab,,41.3035272,69.2882159,bus
Ипподром,,41.2448116,69.1735878,bus
Ипподром,,41.2427449,69.1723787,bus
Doʻkon,,41.2714905,69.1473326,bus
Улица Ракат,,41.2869001,69.2433315,bus
Улица Ракат,,41.2876083,69.2429387,bus
,,41.3831757,69.2158798,bus
,,41.3585665,69.2113368,bus
Улица Зухры,,41.3019293,69.2228557,bus
Улица Шарк Тонги,,41.3003236,69.2284733,bus
Milliy Akademik Teatr,,41.3220755,69.2444671,bus
Furqat bog'i,,41.2747488,69.2997718,bus
Furqat bog'i,,41.2754021,69.299918,bus
Elektroapparat,,41.2791157,69.3051928,bus
Текстильный институт,,41.284183,69.2437554,bus
Текстильный институт,,41.2839671,69.2435217,bus
Школа № 144,,41.2828834,69.2387549,bus
Farhod yarmarkasi,,41.2829697,69.1911124,bus
Yunusobod Metro stansiyasi,,41.3669139,69.2927298,bus
Chorsu bozori,,41.3247478,69.231239,bus
,,41.2049253,69.2190386,bus
Bozor,,41.2954897,69.3349267,bus
Asalobod mahallasi,,41.2834174,69.3405168,bus
Yangi Turmush mahallasi,,41.220131,69.2021374,bus
,,41.2926989,69.2342335,bus
Eski Chilonzor Koʻchasi,,41.2903948,69.2316868,bus
"""Kinostudiya"" Bekati",,41.2944906,69.2358899,bus
,,41.2891367,69.2304848,bus
Sut Mahsulotlari Kombinati,,41.2916483,69.2333595,bus
Oʻzbekfilm Kinostudiyasi,,41.294315,69.2356065,bus
,,41.2940855,69.2536069,bus
Qoʻyliq-Markaz-1 avto shoh bekati,,41.237332,69.3273366,bus
Стадион,,41.3193221,69.2267625,bus
,,41.3249304,69.2649043,bus
,,41.3692633,69.1988753,bus
Eshonguzar bozori,,41.2557453,69.1566032,bus
,,41.3759612,69.2878854,bus
Chilonzor dahasi 7-mavze,,41.2975533,69.2056976,bus
,,41.3220298,69.2108108,bus
Moskva uylari,,41.2982893,69.1848941,bus
Moskva uylari,,41.2982387,69.1840555,bus
Tez yordam shifoxonasi,,41.2985068,69.1881824,bus
,,41.2979118,69.1929065,bus
,,41.1931624,69.2408931,bus
Sag'bon ko'chasi,,41.3411444,69.2318043,bus
Sariqsuv ko'chasi,,41.3418233,69.2364763,bus
21-sonli poliklinika,,41.3423299,69.2572775,bus
21-sonli poliklinika,,41.3428994,69.2574948,bus
AYoQSh,,41.2542129,69.2490093,bus
237-sonli maktab,,41.2610485,69.2537382,bus
Xalq sudi,,41.2801245,69.2557123,bus
Aloqa ko‘chasi,,41.3348515,69.2142722,bus
Turar joy,,41.3434143,69.1652535,bus
,,41.3202234,69.2342486,bus
,,41.3219381,69.2165293,bus
Ko`kcha masjidi,,41.3220753,69.2069806,bus
,,41.3202138,69.2044017,bus
,,41.3166764,69.2048872,bus
,,41.3136686,69.2074513,bus
,,41.3162886,69.2098278,bus
,,41.3171518,69.2102583,bus
,,41.3170833,69.214244,bus
Fuzuli ko`chasi,,41.319065,69.2141998,bus
,,41.3216231,69.2141505,bus
,,41.3195923,69.2329833,bus
,,41.3215431,69.238763,bus
Temiryo'lchilar poliklinikasi,,41.2874761,69.2830668,bus
,,41.2802596,69.2853789,bus
,,41.2779869,69.2868367,bus
,,41.2763511,69.2869453,bus
,,41.2735027,69.2842001,bus
,,41.269292,69.283612,bus
,,41.2693852,69.2765464,bus
,,41.2719828,69.2798006,bus
,,41.2735068,69.283842,bus
,,41.2767764,69.2870486,bus
,,41.2776986,69.2868595,bus
,,41.2802576,69.2851751,bus
,,41.2905568,69.2783782,bus
Avliyo-Ota ko'chasi,,41.2886008,69.2815246,bus
Temiryo'lchilar poliklinikasi,,41.2866096,69.2818778,bus
Temiryo'lchilar poliklinikasi,,41.2880354,69.2839737,bus
,,41.179019,69.2022379,bus
,,41.1780318,69.202663,bus
,,41.1670399,69.2345079,bus
,,41.1662726,69.2353396,bus
,,41.2026751,69.3336607,bus
,,41.2013434,69.3312463,bus
,,41.2142974,69.3486316,bus
,,41.214798,69.3499465,bus
Uzavtosanoat,,41.3063766,69.2769959,bus
Oʻzbekiston mehmonxonasi,,41.3100744,69.2840646,bus
Botkin ko'chasi,,41.3075096,69.3095054,bus
Sayohat mehmonxonasi,,41.3269391,69.3345502,bus
Durmon yo'li ko'chasi,,41.3325822,69.3503366,bus
Halqa yoʻli,,41.344924,69.3634835,bus
Bolalar sanatoriysi,,41.3506708,69.3794225,bus
TTZ-2,,41.3516936,69.3836617,bus
Gastronom,,41.3522822,69.3879159,bus
ПМК-122,,41.3467464,69.3921697,bus
279 maktab,,41.3446311,69.3886909,bus
Humoyun mavzesi,,41.341248,69.3857002,bus
Humoyun mavzesi,,41.3410638,69.3856251,bus
Районное ГАИ,,41.3444782,69.3855031,bus
279 maktab,,41.3447338,69.388369,bus
ПМК-122,,41.3462888,69.3917294,bus
Проходная,,41.3495865,69.3896887,bus
Gastronom,,41.3520641,69.3878017,bus
Агрошкола,,41.3477351,69.3668161,bus
Halqa yoʻli,,41.3437376,69.3626014,bus
Durmon yo'li ko'chasi,,41.3312801,69.3491498,bus
Sultonali Mashxadi ko'chasi,,41.3133906,69.3145667,bus
Kozna Choponata maxalasi,,41.2894816,69.1899875,bus
Kozna Choponata maxalasi,,41.2899753,69.1900411,bus
Do'kon,,41.2848017,69.1766381,bus
Shirin ko'chasi,,41.2850544,69.171558,bus
Saodat savdo markazi,,41.2846719,69.2528102,bus
Muqimiy ko'chasi,,41.2789542,69.244357,bus
Muqimiy ko'chasi,,41.2784233,69.2458659,bus
Ko'z kasalliklari shifoxonasi,,41.2810477,69.2411003,bus
Vestminster universeteti,,41.3056636,69.2851792,bus
Vestminster universeteti,,41.3072568,69.284914,bus
145 Maktab,,41.3037619,69.2872041,bus
Taras Shevchenko koʻchasi,,41.2947012,69.2825683,bus
Taras Shevchenko koʻchasi,,41.2952231,69.2836559,bus
Mirobod bozori,,41.2916008,69.2778719,bus
Rossiya Federatsiyasining elchixonasi,,41.2870078,69.2715198,bus
Rossiya Federatsiyasining elchixonasi,,41.2867665,69.2708769,bus
Glinka ko'chasi,,41.2838694,69.2645666,bus
Glinka ko'chasi,,41.2846215,69.2665673,bus
1 notarial idora,,41.2815056,69.2583023,bus
Xalq sudi,,41.2808911,69.2564973,bus
NBU sport klubi,,41.3256319,69.3044584,bus
NBU sport klubi,,41.3251248,69.3035321,bus
Kardiologiya markazi,,41.3249031,69.2988939,bus
Gidrometsentr,,41.3270341,69.2902746,bus
Oloy bozori,,41.3187787,69.2812931,bus
6-sonli tug'ruqxona,,41.3087146,69.2857103,bus
Oltinko'l 2-tor ko'chasi,,41.2715104,69.3060672,bus
Sariko'l ko'chasi,,41.2687282,69.2961807,bus
Sariko'l ko'chasi,,41.268319,69.2960773,bus
Sariko'l ko'chasi,,41.2684535,69.2967231,bus
Tallimarjon ko'chasi,,41.2728797,69.2943519,bus
Tallimarjon ko'chasi,,41.2722743,69.2947035,bus
Avtomaktab,,41.2737321,69.2935223,bus
Bozor,,41.2492353,69.301721,bus
Tolariq ko'chasi,,41.2556613,69.3195196,bus
1-ATP,,41.2437805,69.2769782,bus
Qo'yliq dahasi 7-mavze,,41.244476,69.2677702,bus
Qo'yliq dahasi 7-mavze,,41.2442932,69.268595,bus
Qo'yliq dahasi 7-mavze,,41.2445495,69.2677635,bus
Astrobod mahallasi,,41.244281,69.2733559,bus
Astrobod mahallasi,,41.2444512,69.2727041,bus
1-ATP,,41.2442636,69.2782818,bus
1-ATP,,41.2444299,69.2769178,bus
Tolarik metro bekati,,41.2443542,69.2831042,bus
Tolarik metro bekati,,41.2442194,69.2845863,bus
Qo'yliq dahasi 6-mavze,,41.2442098,69.288214,bus
Islom Ota masjidi,,41.2760485,69.3091998,bus
Yuridik universiteti,,41.3153272,69.2794194,bus
Toshkent quvur zavodi,,41.2071619,69.2682116,bus
Quruvchilar dahasi,,41.2131403,69.2625943,bus
Quruvchilar dahasi,,41.2135503,69.262515,bus
Quruvchi metro mekati,,41.221316,69.2593285,bus
Qorasuv boshqarish jamoa xo'jaligi,,41.2251247,69.2667632,bus
Xonobod metrosi,,41.231274,69.2707041,bus
Yangi Turmush ko'chasi,,41.2354782,69.2729961,bus
Yangi Turmush ko'chasi,,41.2347484,69.2724621,bus
68-poliklinika,,41.2390321,69.2747724,bus
68-poliklinika,,41.2383724,69.2742772,bus
Sariqsuv ko'chasi,,41.3417578,69.237797,bus
Qorasaroy koʻchasi,,41.3415214,69.2429552,bus
Qorasaroy koʻchasi,,41.3418316,69.2412142,bus
Sag'bon ko'chasi,,41.3416055,69.2308727,bus
Sag'bon ko'chasi,,41.3404818,69.2313379,bus
111-maktab,,41.3384694,69.2251173,bus
111-maktab,,41.3375828,69.2234065,bus
,,41.3216187,69.2387626,bus
G'ayratiy ko'chasi,,41.3579957,69.2734159,bus
Taxtapul ko'chasi,,41.338921,69.2547183,bus
Taxtapul ko'chasi,,41.3389885,69.2574884,bus
Universam,,41.3640099,69.2866609,bus
Savdo markazi,,41.3623122,69.2841186,bus
Yunusobod Metro stansiyasi,,41.3667868,69.2910444,bus
Yunusobod Metro stansiyasi,,41.3673745,69.2929654,bus
Gulqog'ozlar do'koni,,41.3549333,69.3689098,bus
,,41.3578119,69.3862601,bus
,,41.3593593,69.3856008,bus
Navroʻz bozori,,41.3542878,69.3877963,bus
Navroʻz bozori,,41.3541736,69.3879668,bus
4-sonli taksopark,,41.3593748,69.361423,bus
4-sonli taksopark,,41.3597663,69.3618356,bus
Ginekologiya instituti,,41.3548815,69.356512,bus
,,41.3564553,69.3583469,bus
Chimyon do'koni,,41.3497142,69.3512219,bus
Chimyon do'koni,,41.3512815,69.3528967,bus
Chimyon do'koni,,41.3510908,69.3518702,bus
Махалля Богимайдон,,41.3531218,69.3483051,bus
Махалля Богимайдон,,41.3537982,69.347438,bus
ToshGRES mavzesi,,41.3587997,69.3389426,bus
ToshGRES mavzesi,,41.3588337,69.3396049,bus
Oqtepa 7-tor ko'chasi,,41.3690891,69.3256449,bus
Yunusobod dahasi 19-mavze,,41.3731634,69.3227589,bus
Yunusobod dahasi 19-mavze,,41.3740172,69.3225634,bus
39 Yotoqxona,,41.3728771,69.3205993,bus
12-sonli poliklinika,,41.3691786,69.3118255,bus
Yunusobod dahasi 12-mavze,,41.3814003,69.2966469,bus
Yunusobod dahasi 12-mavze,,41.3817718,69.2977525,bus
122-sonli maktab,,41.3660172,69.3139952,bus
122-sonli maktab,,41.3653525,69.3135263,bus
Yunusobod dahasi 17-mavze,,41.3638049,69.3103154,bus
Mebel do'koni,,41.3681115,69.2859446,bus
Jumamasjid ko'chasi,,41.3724827,69.2747116,bus
,,41.3758673,69.270971,bus
,,41.3750599,69.2705285,bus
,,41.3750461,69.2718554,bus
,,41.3720575,69.2639414,bus
Yunusobod dahasi 6-mavze,,41.3669061,69.2654751,bus
Nuroniy oromgoxi,,41.3797306,69.3167685,bus
G'ofur G'ulom ko'chasi,,41.3776123,69.3133623,bus
Yunusobod dahasi 17-mavze,,41.3688481,69.3087998,bus
Yunusobod dahasi 14-mavze,,41.3680548,69.3054205,bus
5-sonli bolalar kasalxonasi,,41.3628421,69.2981637,bus
5-sonli bolalar kasalxonasi,,41.3636909,69.2987496,bus
Yunusobod dahasi 9-mavze,,41.3736506,69.2773562,bus
259-sonli maktab,,41.3759846,69.2809195,bus
259-sonli maktab,,41.3754495,69.2799736,bus
Yunusobod dahasi 9-mavze,,41.3772557,69.2825651,bus
Yunusobod dahasi 9-mavze,,41.3780794,69.2828326,bus
Yunusobod dahasi 9-mavze,,41.378019,69.2823613,bus
Yunusobod dahasi 9-mavze,,41.3778074,69.2820672,bus
Канал Каракамыш,,41.3803892,69.2802398,bus
Канал Каракамыш,,41.3808087,69.2804009,bus
Yunusobod dahasi 10-mavze,,41.3832375,69.2842313,bus
Yunusobod dahasi 10-mavze,,41.3826923,69.2833976,bus
Sergeli dahasi 10-mavze,,41.205696,69.1926663,bus
Sverdlovsk uylari,,41.2924615,69.1788127,bus
Shirin ko'chasi,,41.2855061,69.1711386,bus
Bogʻiboʻston koʻchasi,,41.2634196,69.2230296,bus
Chilonzor metro bekati,,41.2742193,69.2040975,bus
Chilonzor metro bekati,,41.2750017,69.2055477,bus
Sergeli dahasi 10-mavze,,41.207003,69.1914523,bus
Sergeli dahasi 10-mavze,,41.2056665,69.1925522,bus
Oriyat mahallasi,,41.2089936,69.1941015,bus
Oriyat mahallasi,,41.2092459,69.1943075,bus
Yangihayot mahallasi,,41.2135139,69.1978007,bus
Yangihayot mahallasi,,41.2135975,69.1978694,bus
Sergeli dahasi 9-mavze,,41.2169937,69.1999466,bus
,,41.2182193,69.1988198,bus
Yangi Turmush mahallasi,,41.2202982,69.2028361,bus
Sergeli dahasi 7-mavze,,41.2214416,69.207864,bus
Sergeli dahasi 7-mavze,,41.2219122,69.2067893,bus
Shokir kanali,,41.21836,69.2106809,bus
Oʻzgarish mavzesi,,41.2157862,69.2125536,bus
Поликлиника № 10,,41.2168355,69.2174766,bus
Sirg'ali tuman hokimiyati,,41.2190072,69.2233962,bus
Sirg'ali dahasi 8-mavse,,41.2232336,69.2221785,bus
Sirg'ali dahasi 8-mavse,,41.2244556,69.2212246,bus
A. Navoiy jamoa xo'jaligi,,41.2403015,69.2156077,bus
Toshkent MUM,,41.3082143,69.2703317,bus
Chilonzor dahasi 7-mavze,,41.2978081,69.2057746,bus
Novza metro bekati,,41.2925842,69.2244593,bus
Chilonzor dahasi 24-mavze,,41.2807756,69.1812649,bus
Chilonzor dahasi 24-mavze,,41.2807775,69.181397,bus
"""Vatan"" kinoteatri",,41.276134,69.1728465,bus
"""Vatan"" kinoteatri",,41.2765258,69.1715575,bus
Chilonzor dahasi 25-mavze,,41.2799368,69.1705425,bus
,,41.2950203,69.2673162,bus
Beshyog'och maydoni,,41.3049432,69.2470055,bus
Saodat savdo markazi,,41.2864013,69.2547984,bus
Mahalliy havo yo'llari aeroporti,,41.2494097,69.2675842,bus
Mahalliy havo yo'llari aeroporti,,41.2494147,69.2676748,bus
Проходная,,41.2768341,69.3025675,bus
Uysozlar tor ko'chasi,,41.2467404,69.3430385,bus
AYoQSh,,41.2432519,69.3379498,bus
Завод ЖБИ-1,,41.2489149,69.3415863,bus
Chashma ko‘chasi,,41.2559263,69.3319597,bus
Chashma ko‘chasi,,41.2560585,69.3323387,bus
Проходная,,41.277513,69.3034706,bus
Furqat bog'i,,41.274747,69.300487,bus
Furqat bog'i,,41.2755183,69.3007981,bus
Yangizamon ko'chasi,,41.2712711,69.2862185,bus
Mirobod tuman IIB,,41.2721708,69.2850917,bus
Izza mavzesi,,41.2756203,69.1472965,bus
Izza mavzesi,,41.2755565,69.147303,bus
Izza mavzesi,,41.2754927,69.1473092,bus
Izza mavzesi,,41.2754285,69.1473146,bus
Izza mavzesi,,41.2753644,69.1473202,bus
Chilonzor dahasi 12-mavze,,41.296899,69.1796227,bus
Chilonzor dahasi 12-mavze,,41.2972049,69.1804366,bus
Tez yordam shifoxonasi,,41.2983433,69.1888123,bus
Zarkent ​ ko'chasi,,41.3006143,69.217225,bus
Zarkent ​ ko'chasi,,41.3006573,69.216268,bus
Улица Зухры,,41.3017306,69.2219848,bus
Doʻkon,,41.2725683,69.1472636,bus
Chilonzor dahasi 30-mavze,,41.2694686,69.1526175,bus
ATS,,41.2667478,69.1534882,bus
Chilonzor dahasi 31-mavze,,41.2625943,69.1547358,bus
Al-Xorazmiy dahasi,,41.2615343,69.1503955,bus
Массив Аль-Хорезми-1,,41.2566153,69.1552725,bus
Doʻkon,,41.2581418,69.1600143,bus
Doʻkon,,41.2572841,69.1589228,bus
Массив Аль-Хорезми-2,,41.2593569,69.1611266,bus
Массив Аль-Хорезми-2,,41.2604805,69.162515,bus
OʻzSamsung,,41.2607277,69.167534,bus
Dilband ko'chasi,,41.2639737,69.17148,bus
Dilband ko'chasi,,41.2635659,69.170832,bus
Hakimxon ko'chasi,,41.2657867,69.1732469,bus
Hakimxon ko'chasi,,41.2654545,69.1727459,bus
Kizil shark mahallasi,,41.2716112,69.1692584,bus
"""Depo Mall"" savdo markazi",,41.2737804,69.1669136,bus
Beshyog'och maydoni,,41.3052336,69.2493322,bus
Milliy Bogʻ metro bekati,,41.3043208,69.235855,bus
ATS,,41.2661566,69.1536027,bus
Chilonzor dahasi 30-mavze,,41.2689997,69.152677,bus
Suvsoz stadioni,,41.2566657,69.3777564,bus
Mebellar uyi,,41.2493564,69.3669644,bus
Mebellar uyi,,41.2495589,69.3671962,bus
Aloqa bog'lanmasi,,41.2435025,69.352194,bus
Biliol Nozim ko'chasi,,41.2388646,69.3465662,bus
O'quv kombinat,,41.2371877,69.3437057,bus
O'quv kombinat,,41.2367365,69.3427061,bus
Tabassum ko'chasi,,41.2448717,69.3267942,bus
Munis ko'chasi,,41.2486425,69.3246675,bus
Munis ko'chasi,,41.246557,69.3255021,bus
Elektroapparat,,41.2807731,69.3049372,bus
Sayxun ko'chasi,,41.2846983,69.3002656,bus
Sayxun ko'chasi,,41.2845618,69.3004302,bus
Mehrjon ko'chasi,,41.2823024,69.2958013,bus
Mehrjon ko'chasi,,41.2824311,69.2957768,bus
"Экономический сектор ""Бектемир""",,41.2578577,69.3714208,bus
Traktorsozlar Shaharchasi bekati,,41.3682475,69.3948015,bus
Akademiklar shaharchasi,,41.3395117,69.3401722,bus
Feruza daxasi,,41.3550214,69.3620143,bus
Do'stlik metro bekati,,41.2936743,69.3239056,bus
Qo‘yliq dahasi 1-mavze,,41.247178,69.3097977,bus
Hayot mehmonxonasi,,41.2458,69.3181953,bus
Munis ko'chasi,,41.2472949,69.3239439,bus
Traktorsozlar Shaharchasi bekati,,41.3681839,69.3947756,bus
