card_id,area,number_rooms,furniture,condition,date
4fbJn,60,2,1,Средний,2025-12-19
4dZLx,78.30,3,1,Авторский проект,2025-12-19
4fbIr,46,1,1,Евроремонт,2025-12-19
4fbI6,55,3,1,Средний,2025-12-19
4ehdN,88,3,1,Евроремонт,2025-12-19
4f3JF,40,1,1,Средний,2025-12-19
3vFIZ,75,2,1,Евроремонт,2025-12-19
40gFx,30,1,1,Евроремонт,2025-12-19
4eNmc,110,3,1,Авторский проект,2025-12-19
4dZHg,48,2,1,Средний,2025-12-19
4dZHc,60,2,0,Авторский проект,2025-12-19
4bYd2,45,2,1,Авторский проект,2025-12-19
2OOwR,75,3,1,Евроремонт,2025-12-19
3Sbr7,12,1,1,,2025-12-19
3iO25,60,2,1,Евроремонт,2025-12-19
2Nrfg,70,3,1,Евроремонт,2025-12-19
3VNW4,65,2,1,Авторский проект,2025-12-18
3PEZK,62,3,1,,2025-12-18
3Tds8,65,2,1,Евроремонт,2025-12-19
3kRmu,44,1,1,Евроремонт,2025-12-19
2OOCa,60,3,1,Евроремонт,2025-12-19
4bY3d,85,3,1,Средний,2025-12-19
3TiQ2,75,3,1,Евроремонт,2025-12-19
2T9KD,113,4,1,Евроремонт,2025-12-19
4bXSs,72,2,1,Евроремонт,2025-12-19
3Ntkq,64,2,1,Евроремонт,2025-12-19
2NJKO,62,2,1,Евроремонт,2025-12-19
2MLfK,60,2,1,Авторский проект,2025-12-19
4f1ue,25,1,0,Средний,2025-12-16
4f3Hw,30,1,1,Авторский проект,2025-12-17
4eNle,50,2,1,,2025-12-19
4dZFQ,48,2,0,Средний,2025-12-19
4dZFB,58,2,1,Авторский проект,2025-12-19
3M4dw,50,2,1,Евроремонт,2025-12-19
32GI9,60,2,1,Авторский проект,2025-12-19
4eNjO,87,3,1,Евроремонт,2025-12-19
3FRKn,95,3,1,Авторский проект,2025-12-19
4dZEc,48,2,1,Средний,2025-12-19
4dZE4,58,2,1,Авторский проект,2025-12-19
3s9hw,60,2,1,Авторский проект,2025-12-19
3FRfW,50,1,1,Средний,2025-12-06
45pHQ,40,2,1,Евроремонт,2025-12-18
4dZCR,78,3,1,Авторский проект,2025-12-19
4dZCG,78,3,1,Средний,2025-12-19
40KD6,107,3,1,Евроремонт,2025-12-19
4fbyv,65,2,1,Авторский проект,2025-12-19
4eo8S,78,2,1,Средний,2025-12-19
4eNbm,34,1,1,Евроремонт,2025-12-19
4f6lY,67,2,1,Авторский проект,2025-12-19
4fa7J,35,1,1,Средний,2025-12-19
4eOdS,42,2,1,Евроремонт,2025-12-18
47Inn,65,3,1,Авторский проект,2025-12-19
47kqw,60,2,1,Евроремонт,2025-12-19
4fbqZ,55,2,1,Авторский проект,2025-12-19
4bAtX,52,2,1,Авторский проект,2025-12-19
